"","ID code","PDINY01","PDINY02","PDINY03","PDINY04","PDINY05","PDINY06","PDINY07","PDINY08","PDINY09","PDINY10","PDINY11","PDINY12","PDINY13","PDINY14","PDINY15","PDINY16","PDINY17","PDINY18","PDINY19","PDINY20","PDINY21","PDIDI01","PDIDI02","PDIDI03","PDIDI04","PDIDI05","PDIDI06","PDIDI07","PDIDI08","PDIDI09","PDIDI10","PDIDI11","PDIDI12","PDIDI13","PDIDI14","PDIDI15","PDIDI16","PDIDI17","PDIDI18","PDIDI19","PDIDI20","PDIDI21","PDIPR01","PDIPR02","PDIPR03","PDIPR04","PDIPR05","PDIPR06","PDIPR07","PDIPR08","PDIPR09","PDIPR10","PDIPR11","PDIPR12","PDIPR13","PDIPR14","PDIPR15","PDIPR16","PDIPR17","PDIPR18","PDIPR19","PDIPR20","PDIPR21","PDICO01","PDICO02","PDICO03","PDICO04","PDICO05","PDICO06","PDICO07","PDICO08","PDICO09","PDICO10","PDICO11","PDICO12","PDICO13","PDICO14","PDICO15","PDICO16","PDICO17","PDICO18","PDICO19","PDICO20","PDICO21"
"402","gDQMmpfu","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"403","FOIdnWBa","0","0","0","0","0","1","1","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","2","1","0","1","1","0","0","2","0","1","0","3","0","1","0","2","0","0","0","0","0","2","2","0","2","1","0","0","2","0","1","0","3","0","2","0","1","0","0","0","0","0","2","3","0","2","3","0","0","2","0","4","0","3","0","1","0","2"
"404","uE5OnEqd","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"405","S86ZCEBp","1","0","1","0","0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","2","0","3","0","0","2","2","0","2","0","0","1","0","2","0","0","0","0","0","0","0","1","0","2","0","0","2","1","0","3","0","0","4","0","3","0","0","0","0","0","0","0","4","0","4","0","0","2","2","0","5","0","0","5","0","3","0","0","0","0","0","0","0"
"406","4T7sLeIh","1","1","1","0","1","1","1","0","1","1","0","0","1","1","1","1","0","1","1","1","0","5","5","5","0","4","5","5","0","3","5","0","0","5","5","3","4","0","3","5","5","0","4","5","4","0","4","5","5","0","3","5","0","0","5","4","5","4","0","4","5","5","0","3","3","3","0","3","4","5","0","3","4","0","0","5","4","5","3","0","0","4","5","0"
"407","rVs4mDxt","0","0","1","0","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","4","3","1","0","0","2","2","0","3","0","0","0","0","0","0","0","0","0","3","0","0","3","2","4","0","0","2","1","0","4","0","0","0","0","0","0","0","0","0","4","0","0","1","3","3","0","0","5","1","0","2","0","0","0","0","0","0","0"
"408","AwPHX8TP","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","5","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","5","5","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"409","EBvGoRxM","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3","0","5","0","0","0","5","0","0","0","0","0","0","0","5","0","0","0","0","0","3","4","0","4","0","0","0","5","0","0","0","0","0","0","0","3","0","0","0","0","0","3","3","0","4","0","0","0","5","0","0","0","0","0","0","0","3","0","0","0","0","0","3"
"410","V4vv3f7f","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","3","3","5","0","0","2","1","2","1","0","0","4","5","5","5","5","0","0","0","4","0","4","2","5","0","0","4","2","1","1","0","0","1","5","5","5","5","0","0","0","3","0","3","1","5","0","0","2","3","3","5","0","0","2","3","5","5","5","0","0","0","3","0"
"411","d79IlSn6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0"
"412","kA0tPGdW","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","2","3","0","0","2","1","0","0","0","0","0","1","0","0","0","3","0","0","0","0","1","2","3","0","0","1","3","0","0","0","0","0","5","0","0","0","3","0","0","0","0","2","1","4","0","0","4","4","0","0","0"
"413","K910BFrN","1","0","1","0","1","0","1","0","1","1","0","0","1","0","1","1","1","1","0","1","0","4","0","4","0","3","0","3","0","2","5","0","0","3","0","4","4","3","4","0","3","0","4","0","4","0","2","0","5","0","2","4","0","0","4","0","2","2","2","2","0","2","0","3","0","4","0","2","0","5","0","5","5","0","0","1","0","5","5","4","4","0","4","0"
"414","0tMwvFIa","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","4","0","0","0","0","3","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","3","0","0","0","0","4","0","0","0","0","0","3","0","4","0","0","0","0","0","0","0","5","0","0","0","0"
"415","HorFQSE1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"416","DVQgmy8e","1","0","1","0","0","0","1","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","0","2","0","0","0","2","0","0","1","0","0","2","3","1","0","1","0","0","2","0","1","0","1","0","0","0","3","0","0","4","0","0","2","2","2","0","2","0","0","2","0","2","0","3","0","0","0","3","0","0","4","0","0","1","4","3","0","3","0","0","4","0"
"417","bmjKqrmp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","5cB3pQEe","1","1","1","0","1","1","0","1","1","1","1","0","1","1","0","1","0","1","0","0","1","3","3","4","0","4","5","0","1","2","1","2","0","1","3","0","1","0","2","0","0","5","4","2","2","0","5","1","0","2","3","2","2","0","3","1","0","1","0","2","0","0","2","2","1","3","0","4","3","0","5","4","5","1","0","5","5","0","5","0","5","0","0","3"
"419","AWaNVDRn","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","gEFSKgJo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"421","mvxuCnOq","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"422","waiklg9k","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","2","0","1","0","0","0","2","0","3","0","0","0","3","0","1","0","0","0","0","0","0","2","0","1","0","0","0","3","0","5","0","0","0","4","0","1","0","0","0","0","0","0","1","0","3","0","0","0"
"423","zMMMjSgE","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","2","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","3","2","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","3","3","0","0","2","0","0","0","0","0","2","0","0","0","0","0"
"424","ZZsDHdfJ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"425","ocXe6Q15","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","4","0","0","0","3","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","3","0","0","1","0","0"
"426","rEshVkqU","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","U340G7Z3","1","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","1","1","0","0","0","4","0","4","0","0","0","2","0","0","0","0","0","0","4","3","0","5","5","0","0","0","3","0","3","0","0","0","3","0","0","0","0","0","0","3","4","0","4","2","0","0","0","3","0","4","0","0","0","4","0","0","0","0","0","0","5","4","0","5","3","0","0","0"
"428","jQ3pvtKh","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"429","dZMoBLEy","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","4","0","0","1","1","0","0","1","0","0","0","4","0","0","0","0","0","0","2","2","0","1","0","0","4","2","0","0","1","0","0","0","4","0","0","0","0","0","0","1","2","0","2","0","0","4","4","0","0","5","0","0","0","4","0","0","0","0","0","0","4"
"430","MZCbgfyI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"431","7mrdVZgv","1","0","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","1","0","3","0","3","0","0","0","0","0","1","0","0","0","0","3","3","2","0","4","0","3","0","2","0","2","0","0","0","0","0","2","0","0","0","0","3","3","3","0","3","0","3","0","3","0","4","0","0","0","0","0","4","0","0","0","0","4","2","3","0","3","0","3","0"
"432","8y5wtNgE","1","0","1","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","2","0","3","0","4","4","3","0","0","0","0","2","0","1","1","2","0","0","0","0","0","2","0","3","0","2","3","3","0","0","0","0","3","0","3","2","2","0","0","0","0","0","2","0","4","0","4","3","4","0","0","0","0","4","0","4","4","1","0","0","0","0","0"
"433","wlkXBWZY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","nHCq8wIr","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","4","0","0","0","0","3","0","0","0","0","0","0","0"
"435","1fqvUvEE","1","1","1","1","0","1","1","1","1","0","0","1","0","0","1","1","0","1","1","1","1","1","3","1","1","0","1","1","3","1","0","0","2","0","0","2","1","0","1","3","1","1","2","4","1","2","0","3","1","4","2","0","0","4","0","0","2","1","0","4","3","4","3","2","4","4","3","0","5","5","5","3","0","0","5","0","0","4","5","0","5","3","5","3"
"436","QsjTeOsP","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"437","wMbeBVux","1","0","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","3","0","0","0","3","1","1","0","0","0","0","0","0","2","1","1","0","0","0","0","0","2","0","0","0","1","3","3","0","0","0","0","0","0","2","2","1","0","0","0","0","0","3","0","0","0","2","4","5","0","0","0","0","0","0","4","4","4","0","0","0","0","0"
"438","tyMtPNbJ","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","4","2","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","2","2","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0","2","3","0","0","3","0","0","0","0"
"439","BPA2QzaZ","1","0","1","1","1","0","1","0","1","0","0","1","0","0","1","1","0","1","1","1","0","1","0","1","2","1","0","1","0","1","0","0","1","0","0","1","1","0","1","1","1","0","4","0","2","2","2","0","2","0","3","0","0","1","0","0","2","3","0","2","2","2","0","3","0","2","3","2","0","2","0","3","0","0","3","0","0","2","3","0","2","1","2","0"
"440","twvsCvKj","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","3","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","2","0","0","5","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","4","0","0","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"441","S5vZsuNi","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","0","0","1","0","0","0","0","0"
"442","S46lM13s","1","1","1","1","0","1","1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","2","3","1","3","0","4","4","4","2","4","5","0","0","5","0","0","3","4","3","2","5","2","4","1","2","0","3","4","5","2","4","5","0","0","5","0","0","3","3","3","2","2","4","3","3","4","0","4","4","5","4","3","2","0","0","5","0","0","5","2","2","3","3"
"443","hS4EvPtO","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","1","0","0","0","5","5","0","0","0","0","0","3","0","0","0","2","0","0","0","3","0","3","0","0","0","5","4","0","0","0","0","0","2","0","0","0","3","0","0","0","4","0","4","0","0","0","2","4","0","0","0","0","0","2","0"
"444","i3RCsu56","1","0","1","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","3","1","1","0","0","4","0","0","0","1","1","0","0","0","0","0","0","4","0","1","0","3","4","5","0","0","2","0","0","0","1","1","0","0","0","0","0","0","3","0","3","0","1","3","5","0","0","4","0","0","0","5","3","0","0","0","0","0","0"
"445","fgTZlprK","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","0","0","3","0","0","4","2","0","1","1","0","2","0","3","0","0","0","3","0","2","1","0","0","2","0","0","4","3","0","2","3","0","3","0","3","0","0","0","4","0","2","3","0","0","3","0","0","4","4","0","3","4","0","4","0","3","0","0","0","4","0","1","1"
"446","BBZJmMGA","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","KpU5cbnv","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","1","1","0","0","3","3","5","1","2","3","3","3","3","3","0","3","0","4","3","2","0","3","3","0","0","3","3","3","3","2","3","3","3","3","3","0","3","0","4","3","2","0","3","3","0","0","3","3","5","3","2","3","3","3","3","3","0","3","0","3","3","4","0","3","3","0","0"
"448","DdVIZs0y","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3","0","2","0","2","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","3","0","3","0","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","4","0","3","0","2","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0"
"449","jiIa5m5Y","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","0","3","0","0","3","0","0","0","3","0","0","0","0","0","0","4","0","0","0","0","2","0","2","0","0","1","0","0","0","3","0","0","0","0","0","0","4","0","0","0","0","3","0","4","0","0","4","0","0","0","2","0","0","0","0","0","0","5","0","0","0","0"
"450","NcZ1YiJd","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","4","0","0","0","4","0","0","0","0","0","0","5","0","0","0","0","0","0","4","0","0","4","0","0","0","5","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","0","5","0","0","0","5","0","0","0","0","0","0","4"
"451","xcJJ5za0","1","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","1","1","1","0","1","2","0","2","0","3","2","3","0","0","0","0","0","4","3","5","0","2","4","4","0","5","4","0","1","0","2","1","4","0","0","0","0","0","2","2","5","0","1","2","3","0","5","2","0","4","0","1","2","4","0","0","0","0","0","1","4","4","0","3","1","1","0","4"
"452","dDSOGFYn","1","0","1","0","1","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","3","0","4","0","4","3","2","0","1","3","0","0","0","0","3","0","0","0","0","0","0","3","0","3","0","4","3","3","0","2","3","0","0","0","0","3","0","0","0","0","0","0","4","0","4","0","4","3","3","0","2","4","0","0","0","0","3","0","0","0","0","0","0"
"453","WdEA7On6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"454","daLv5gXc","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"455","w5bDTvC3","1","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0","3","0","0","4","2","0","0","4","0","0","0","0","1","0","0","0","0","0","0","2","0","2","0","0","4","2","0","0","2","0","0","0","0","2","0","0","0","0","0","0","3","0","4","0","0","3","2","0","0","3","0","0","0","0","4","0","0","0","0","0","0"
"456","I7zKhRVJ","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","1","1","0","0","2","1","0","0","4","0","0","0","0","0","0","0","0","0","2","0","0","4","4","0","0","1","4","0","0","3","0","0","0","0","0","0","0","0","0","4","0","0","5","4","0","0","4","5","0","0","3","0","0","0","0","0","0","0"
"457","Z9tI9DNu","1","0","1","0","1","1","1","0","0","0","0","0","0","1","0","1","0","1","0","1","0","3","0","4","0","1","5","1","0","0","0","0","0","0","1","0","1","0","2","0","1","0","4","0","5","0","4","3","5","0","0","0","0","0","0","2","0","1","0","4","0","5","0","2","0","5","0","2","1","4","0","0","0","0","0","0","5","0","5","0","5","0","5","0"
"458","3nWCc5YM","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0"
"459","VQYLKXdv","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","2","3","1","0","0","2","2","0","1","0","0","0","0","0","0","0","1","2","0","0","0","2","3","4","0","0","2","4","0","1","0","0","0","0","0","0","0","2","2","0","0","0","3","3","3","0","0","2","4","0","3","0","0","0","0","0","0","0","2","3","0","0","0"
"460","dIDfkFxZ","1","0","1","0","0","1","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0","2","0","3","0","0","1","1","0","1","4","0","1","0","1","0","1","0","0","0","0","0","2","0","3","0","0","3","3","0","4","4","0","2","0","2","0","1","0","0","0","0","0","1","0","3","0","0","5","5","0","4","3","0","3","0","5","0","4","0","0","0","0","0"
"461","CI85R8Xr","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"462","ElcqDEpA","1","0","1","0","1","1","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","3","0","3","0","4","2","2","2","2","2","0","0","0","0","2","0","0","2","0","3","0","3","0","4","0","3","3","2","3","2","1","0","0","0","0","2","0","0","3","0","3","0","3","0","2","0","2","3","3","4","2","1","0","0","0","0","2","0","0","2","0","3","0"
"463","VJUlwuOM","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"464","tF0wCHep","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","2","0","4","0","0","0","3","0","0","5","0","0","0","1","0","4","0","5","0","0","0","2","0","4","0","0","0","4","0","0","4","0","0","0","2","0","3","0","4","0","0","0","3","0","4","0","0","0","4","0","0","5","0","0","0","4","0","4","0","4","0","0","0"
"465","H5acBjdG","1","0","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","2","0","4","4","2","3","3","0","1","1","0","0","5","3","1","4","4","3","5","1","5","2","0","3","3","4","3","3","0","3","4","0","0","4","2","4","3","2","3","5","3","3","3","0","3","1","2","4","5","0","4","5","0","0","3","5","4","5","4","3","4","4","3"
"466","F8oed6hR","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467","d78wfEaI","1","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","3","0","4","0","4","2","2","0","0","0","0","0","4","3","1","0","0","3","0","0","0","4","0","4","0","3","4","3","0","0","0","0","0","4","2","2","0","0","2","0","0","0","2","0","2","0","1","3","3","0","0","0","0","0","2","1","5","0","0","2","0","0","0"
"468","gZ77RfdV","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"469","I0mU3jGp","1","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","1","0","3","0","2","0","3","5","5","0","0","0","0","0","5","3","5","0","0","0","3","2","0","5","0","5","0","5","5","5","0","0","0","0","0","4","4","4","0","0","0","2","1","0","3","0","4","0","1","5","5","0","0","0","0","0","1","3","2","0","0","0","1","2","0"
"470","QafRFj31","1","0","1","1","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","0","1","3","0","4","3","0","4","1","0","0","2","3","4","0","0","0","0","5","2","5","0","5","1","0","2","2","0","3","1","0","0","1","3","3","0","0","0","0","5","1","2","0","1","3","0","4","3","0","2","3","0","0","3","3","3","0","0","0","0","5","3","4","0","3"
"471","I1oeoRUN","1","0","0","0","0","0","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0","1","3","0","3","0","4","0","3","0","0","0","0","0","3","0","0","0","0","0","3","0","3","2","0","2","0","4","0","3","0","0","0","0","0","2","0","0","0","0","0","3","0","1","4","0","4","0","4","0","3","0","0","0","0","0"
"472","g6vaL6JR","1","0","1","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","3","0","3","0","0","3","0","0","3","4","0","0","0","0","3","0","0","0","2","0","0","1","0","4","0","0","2","0","0","4","3","0","0","0","0","3","0","0","0","3","0","0","3","0","3","0","0","4","0","0","2","4","0","0","0","0","4","0","0","0","2","0","0"
"473","hYrx9uH8","1","1","0","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","1","0","1","2","1","0","0","0","3","0","0","1","1","0","1","0","0","1","0","3","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"474","MJ5KAAbi","1","0","1","1","0","1","1","0","1","1","0","1","0","0","0","1","0","1","0","0","0","2","0","3","2","0","2","2","0","3","2","0","1","0","0","0","2","0","2","0","0","0","2","0","3","2","0","2","1","0","3","2","0","1","0","0","0","2","0","2","0","0","0","2","0","3","2","0","0","2","0","4","0","0","1","0","0","0","2","0","2","0","0","0"
"475","N6khYhHN","0","1","0","1","1","1","0","1","0","1","0","0","0","1","0","0","1","1","1","0","0","0","2","0","4","2","1","0","1","0","1","0","0","0","3","0","0","5","3","4","0","0","0","4","0","3","3","4","0","5","0","2","0","0","0","4","0","0","3","4","5","0","0","0","2","0","1","1","3","0","1","0","2","0","0","0","2","0","0","3","3","3","0","0"
